address1,address2,city,country,email,id,latitude,longitude,name,phone,state,zip
5221 Greenway Drive Ext,,Jackson,US,,MS41,32.2827,-90.2276,Mississippi Animal Rescue League (MARL),(601) 969-1631,MS,39204
2951 South First Street,,Cabot,US,vetspet80@yahoo.com,AR58,34.9641,-92.0128,Cabot Animal Control,(501) 843-2021,AR,72023
,,Cabot,US,aaha.adoptions@gmail.com,AR355,34.9641,-92.0128,Arkansans Assisting Homeless Animals,,AR,72023
,,Gravette,US,heavenlypawsrescuebv@gmail.com,AR332,36.4226,-94.4525,Heavenly Paws NWA,(479) 366-1419,AR,72736
P.O. Box 194,,Centerton,US,lonepineshelter@yahoo.com,AR98,36.3615,-94.2833,Lone Pine Ranch Animal Shelter,479-795-2709  ,AR,72719
,,Jackson,US,affengriffonrescue@msn.com,MS113,32.2932,-90.1896,American Brussels Griffon Rescue Alliance,,MS,39201
140 Outer Circle,,Jackson,US,LPC310@yahoo.com,MS01,32.2986,-90.1847,Jackson Friends of Animal Shelter,,MS,39205
P.O. Box 16330,,Jackson,US,cheshireabbey@gmail.com,MS173,32.2986,-90.1847,Cheshire Abbey,,MS,39236
PO Box 13616,,Jackson,US,rrofms@gmail.com,MS182,32.2986,-90.1847,Rescue Revolution of Mississippi,,MS,39236
2935 W Oak Street,,Rogers,US,dschumacher@rogersar.gov,AR125,36.3305,-94.1218,City of Rogers-Animal Services,479-621-1197,AR,72758
407 E. Nursery Rd. (Humane Society Rd.),P.O. Box 476,Rogers,US,,AR50,36.3319,-94.1183,Humane Society for Animals Inc.,479-636-3703  ,AR,72757
PO Box 1283,,Bentonville,US,fabulousfelinesnwa@gmail.com,AR260,36.374,-94.2074,Fabulous Felines NWA,479-273-9217 ,AR,72712
P O Box 175,,Bentonville,US,pugrescuenwa@yahoo.com,AR67,36.374,-94.2074,Pug Rescue of Northwest Arkansas,,AR,72712
,,Bentonville,US,cats@crystalcreekrescue.com,AR345,36.374,-94.2074,Crystal Creek Animal Rescue League,202-4212777,AR,72712
64301 E 290 Road,P. O. Box 451205,Grove,US,hsgrove@att.net,OK02,36.5932,-94.7937,Second Chance Pet Rescue of Grove and Grand Lake,918  786-7630,OK,74344
P.O. Box 451101,,Grove,US,doglover7434@gmail.com,OK25,36.5932,-94.7937,Okie Dokie Cocker Spaniel Rescue,417/529-8748 (Cell) ,OK,74345
,,Florence,US,turtlerescuems.adoptions@gmail.com,MS204,32.1836,-90.12,Central MS Turtle Rescue,(601) 642-1418,MS,39073
5455 E. Judge Perez Dr.,,Violet,US,animalcontrol@sbpg.net,LA09,29.9053,-89.8983,St. Bernard Parish Animal Control Center,504 278-1534  ,LA,70092
,,Ward,US,savinglives@arsoutherndogrescue.org,AR155,34.9853,-91.8872,Arkansas Southern Dog Rescue,,AR,72176
,,mount vernon,US,gdarescue@gmail.com,AR335,35.2213,-92.1444,Greener Days Ahead Rescue,,AR,72111
32 Bella Vista way,,Bella Vista,US,bvas@sbcglobal.net,AR27,36.4679,-94.245,Bella Vista Animal Shelter,479-855-6020,AR,72714
,,Bella VIsta,US,chris@pawstoloveme.org,AR294,36.4679,-94.245,Paws To Love Me,479.876.PAWS  ,AR,72714
,,Pearl River,US,info@itsagreyarea.com,LA243,30.3946,-89.7899,"It's a Grey Area Greyhound Adoption, Inc.",504-908-8884    ,LA,70452
PO Box 5186,,Slidell,US,info@pontchartrainhumanesociety.org,LA117,30.275,-89.7811,Pontchartrain Humane Society,985-699-9040  ,LA,70469
2700 Terrace Ave,"Slidell,   LA     70458",Slidell,US,aalslidell@gmail.com,LA48,30.2887,-89.7785,Slidell Animals Shelter-Animal Assistance of Slidell,(985) 646-4267,LA,70458
200 W. Carpenter St.,,Cleveland,US,jamie.grant@cityofclevelandms.com,MS04,33.7501,-90.7417,Cleveland/Bolivar County Animal Shelter,662-846-1155,MS,38732
,,Pineville,US,HuckleberryRescue@gmail.com,MO713,36.5933,-94.3827,I'm your Huckleberry Rescue,(417) 456-9195,MO,64856
1700 Palestine Road,,Picayune,US,prcspca@prcspca.org,MS09,30.5367,-89.6828,Pearl River County SPCA,601-798-8000,MS,39466
6486 Hwy 62 E,6486 Hwy 62 E,Eureka Springs,US,goodshepherd6486@gmail.com,AR36,36.3934,-93.7415,Good Shepherd Humane Society,4792539188,AR,72632
7648 222nd Rd,,Winfield,US,ccasdirector@skyerock.net,KS93,37.2381,-96.9864,Cowley County Humane Society INC,(620) 221-1698,KS,67156
1101 W Railroad Ave,,Tucumcari,US,pawsandclawsanimalrescue2@gmail.com,NM144,35.1792,-103.7027,"Paws & Claws Animal Rescue of Quay County, Inc.",(505) 235-4338,NM,88401
,,Miami,US,catopen@cableone.net,OK307,36.8803,-94.8717,Save Our Souls Rescue,,OK,74354
,,Miami,US,adoptions.maa@gmail.com,OK309,36.8803,-94.8717,Miami Animal Alliance Inc.,954-608-4918,OK,74354
9617 Farm Road 2190,,Washburn,US,thehaven@centurylink.net,MO11,36.5876,-93.9646,Haven of the Ozarks Animal Sanctuary,(417) 835-3647,MO,65772
PO Box 1010,,Seneca,US,shserescue@gmail.com,MO488,36.8387,-94.6,Soft Hearts for Sad Eyes Animal Rescue,,MO,64865
112 Johnston Road,P.O. Box 8242,Searcy,US,hss@cablelynx.com,AR96,35.2486,-91.7607,The Humane Society of Searcy,501-268-3535,AR,72143
49 Shelter Lane,,Heber Springs,US,heberspringshumanesociety@yahoo.com,AR56,35.4977,-92.0488,Heber Springs Humane Society,501 362 7322 ,AR,72543
P. O. Box 542,5147 Rock Springs Road,Harrison,US,ohsshelter@gmail.com,AR25,36.2398,-93.1171,Ozark Humane Society,(870) 741-3050,AR,72601
,,Harrison,US,Northwestarkrescue@gmail.com,AR340,36.2398,-93.1171,"Northwest Arkansas Rescue of Canines, Inc.",870-350-0813,AR,72601
11281 East Highway 86,,Neosho,US,ffaaneosho@yahoo.com,MO516,36.8628,-94.3694,"Faithful Friends Animal Advocates, Inc",417-592-2512,MO,64850
601 Lone Street,,Greenwood,US,leflorehumanesociety@yahoo.com,MS95,33.5165,-90.1777,Leflore County Humane Society,662-453-8085,MS,38930
,,granby,US,mary_dana@hotmail.com,MO546,36.8636,-94.2644,4 Paws of the 4 States,(660) 227-9445,MO,64844
P.O. Box 2274,,Bay St. Louis,US,hcasms@yahoo.com,MS106,30.3118,-89.3905,Friends of the Animal Shelter in Hancock County,228-466-4516  ,MS,39520
,,Diamondhead,US,anipalsanctuary@aol.com,MS151,30.386999999999997,-89.3746,"Jethro's Anipal Sanctuary, Inc.",please e-mail ,MS,39525
,,Shell Knob,US,sheltieshackrescue@gmail.com,MO706,36.6319,-93.6346,Sheltie Shack Rescue,(417) 858-8581,MO,65747
,,Meraux,US,animaladoptionsociety@yahoo.com,LA14,30.6722,-89.3644,Animal Adoption Society Inc.,(601) 403-9011,LA,39470
1015 E Highway 54,P.O. Box 103,Kingman,US,kchs@kingmancountyhumanesociety.org,KS54,37.5236,-97.9889,Kingman County Humane Society,620-532-5544,KS,67068
,,Hattiesburg,US,hubcityhumsoc@aol.com,MS152,31.3167,-89.3466,Hub City Humane Society,601-596-2206,MS,39402
,,Yellville,US,Humanesocietyyellville@yahoo.com,AR62,36.2264,-92.6848,Humane Society of Marion County,870-416-3428,AR,72687
657 Hwy 202 West,,Yellville,US,haveaheartpetshelter@gmail.com,AR344,36.2264,-92.6848,Have a Heart Humane Society,(870) 449-7387,AR,72687
17379 Highway 9,,Mountain View,US,schs@yelcot.net,AR154,35.8667,-92.1162,Stone County Humane Society Inc.,(870) 269-5200,AR,72560
1901 North 31st Avenue,,Hattiesburg,US,info@southernpinesanimalshelter.org,MS17,31.3146,-89.3002,Southern Pines Animal Shelter,(601) 544-6632,MS,39401
140 E Emperor Ln,,Joplin,US,info@joplinhumane.org,MO04,37.0909,-94.5032,Joplin Humane Society,417-623-3642,MO,64801
PO Box 48,24052 Meade Road (Intersection of Meade & Gabriel Rd),Parsons,US,pals@wavewls.com,KS104,37.3174,-95.2619,Proud Animal Lovers Shelter,620-421-0445  ,KS,67357
8480 Phillips 300 Road,,Helena,US,adoptionshsdelta@gmail.com,AR224,34.5355,-90.6018,Humane Society of the Delta,(870) 753-2119,AR,72342
,,Branson,US,pawsandhandsunited@gmail.com,MO638,36.6444,-93.2252,Paws and Hands United,417-332-7557,MO,65616
422 Gavilan Canyon Road,,Ruidoso,US,sheltermgr@hslcnm.org,NM25,33.3473,-105.6742,Humane Society of Lincoln County,(575) 257-9841,NM,88345
P.O. Box 24,,Carthage,US,remosrescue@gmail.com,MS202,32.7355,-89.5344,Remo's Rescue,601-325-6178,MS,39051
10233 Bluestem Blvd,,Pratt,US,prattareahs@yahoo.com,KS32,37.6476,-98.7337,Pratt Area Humane Society,(620)672-6777   ,KS,67124
P. O. Box 47342,,Wichita,US,,KS129,37.6922,-97.3372,Pals Animal Rescue Inc.,316-990-3647,KS,67201
P.O. Box 117,,Wichita,US,ADOPTADOG@KSK9RESQ.ORG,KS59,37.6922,-97.3372,Kansas K-9 ResQ Inc.,(316) 295-6534,KS,67201
2568-A Hwy 15 South,P. O. Box 825,Bay Springs,US,hhpaoffice@hhpa4pets.com,MS69,31.9786,-89.2878,"Happy Healthy Pet Adoption, Inc",601-764-3535  ,MS,39422
PO Box 21401,,Wichita,US,adoptions@waalrescue.org,KS283,37.7011,-97.2799,Wichita Animal Action League,,KS,67208
P.O. Box 37,,Andover,US,Countrycatsrescue@gmail.com,KS86,37.7032,-97.1269,"Country Cats, Inc.",316-775-2288   ,KS,67002
9190 County Lane 172,,Carthage,US,spare_cat_rescue@yahoo.com,MO310,37.163000000000004,-94.3178,Spare Cat Rescue,417-358-6808  ,MO,64836
13860 Dog Kennel Lane,,Carthage,US,neuterorspay@yahoo.com,MO80,37.163000000000004,-94.3178,Carthage Humane Society,417.358.6402,MO,64836
,,Gulfport,US,tdradoptions@gmail.com,MS146,30.4625,-89.0967,Tired Dog Rescue,,MS,39503
950 Zuni Drive,,Alamogordo,US,germanshepherdrescue@bajabb.com,NM109,32.8952,-105.9453,German Shepherd Dog Rescue of Southern New Mexico,575-415-0894,NM,88310
7246 Hwy. 54-70,,Alamogordo,US,animalvillagenm1@gmail.com,NM167,32.8952,-105.9453,Animal Village NM,575-446-4685,NM,88310
,,Alamogordo,US,leesha8896@aol.com,NM202,32.8952,-105.9453,Forever Homes Animal Rescue,,NM,88310
1810 E. 10th Street,,Alamogordo,US,veterinarymedicalclinic2@hotmail.com,NM214,32.8952,-105.9453,Veterinary Medical Clinic,5754373063,NM,88310
,,Leon,US,heartstringsanimaladvocates@gmail.com,KS295,37.694,-96.7859,Heartstrings Animal Advocates,,KS,67074
P.O.Box 30,106 South Elliott,Aurora,US,animalcontrol@aurora-cityhall.org,MO220,36.9658,-93.7376,City of Aurora Animal Control,(417) 678-5025,MO,65605
,,Wichita,US,DogNBoneRescue@yahoo.com,KS217,37.7497,-97.3576,Dog N' Bone Rescue,(316) 207-5166,KS,67204
P O Box 245,,Crane,US,jempetrescue@yahoo.com,MO314,36.9075,-93.5711,J.E.M. Pet Rescue,,MO,65633
3313 N. Hillside,,Wichita,US,adoptions@kshumane.org,KS64,37.7613,-97.3185,Kansas Humane Society of Wichita,(316) 524-9196,KS,67219
#5 Environmental Drive,P.O. Box 3477,Batesville,US,HSICShelterOffice@yahoo.com,AR65,35.7697,-91.6408,Humane Society of Independence County,(870) 793-0090,AR,72503
P. O. Box 2091,1058 SFC 200,Forrest City,US,ravfcahs@gmail.com,AR35,35.0085,-90.7833,Forrest City Area Humane Society,870-633-7036 ,AR,72335
,,Benton,US,wichitapugrescueks@gmail.com,KS260,37.7886,-97.1075,Wichita Pug Rescue,316-778-1171,KS,67017
,,Chaparral,US,standardpoodle05@gmail.com,NM106,32.2239,-106.2631,Standard Poodle Rescue of the Southwest,(915) 240-8537,NM,88081
102 Washboard Hollow Rd,P O Box 588,Reeds Spring,US,pets4u@centurylink.net,MO18,36.931,-93.4964,Tri-Lakes Humane Society,417-272-8113  ,MO,65737
78 Sleepy Hollow Rd.,,Mountain Home,US,ozarkdogs@yahoo.com,AR156,36.3383,-92.3742,Ozark Dogs Rescue Organization,(870) 508-4814,AR,72653
2656 Hwy. 201 N,,Mountain Home,US,hsnca@centurytel.net,AR95,36.3383,-92.3742,Humane Society of North Central Arkansas,(870) 425-9221,AR,72653
1031 CR 144,Post Office Box 81,Oakland,US,perrysorphans@gmail.com,AR161,36.4596,-92.5729,Perry's Orphans Sanctuary Inc.,(870) 431-8354,AR,72661
310-CR 119,,Oakland,US,gailspets@hotmail.com,AR229,36.4596,-92.5729,Gails Pets Second Chance,870-431-8229  ,AR,72661
P.O. Box 1062,,Melbourne,US,icare_ark@yahoo.com,AR102,36.0633,-91.9048,Izard County Animal Rescue Effort (ICARE),(870) 368-5000,AR,72556
,,Pittsburg,US,happytailsfarms@yahoo.com,KS183,37.4218,-94.6986,Happy Tails Farm,(620) 875-0280,KS,66762
222 E Locust,,El Dorado,US,dsharp@eldoks.com,KS116,37.8212,-96.8845,City of El Dorado Animal Shelter,316-322-8844     ,KS,67042
4991 Fred Wilson,"El Paso, TX 79906",El Paso,US,,TX268,31.7684,-106.4284,Humane Society of El Paso,(915)532-6971 Ext 7,TX,79905
9880 SE 30th,,Rosalia,US,vicki@alexshouse.org,KS192,37.8151,-96.6197,Alex's House,(785) 819-5138,KS,67132
P.O Box 236,,Tunica,US,tmke1@aol.com,MS108,34.657,-90.3609,Tunica Humane Society,(662) 895-4201,MS,38676
14911 McCracken Drive,,El Paso,US,pgawaep@gmail.com,TX362,31.7586,-106.4864,Pet Guardian Angel Welfare Association,915-598-0411 ,TX,79938
P.O. Box 154,4027 Campbell Ave.,Newport,US,arkansasJCHS@yahoo.com,AR213,35.5058,-91.1167,Jackson County Humane Society,870-217-5878,AR,72112
900 S. Katy Ave.,,Chanute,US,bpenner@chanute.org,KS06,37.6793,-95.4624,Chanute Animal Shelter,(620) 433-7559,KS,66720
,,Chanute,US,Leonbash@cableone.net,KS266,37.6793,-95.4624,Anns Angels Canine Rescue,(620) 433-2452,KS,66720
S47 W30760 State Road 59,,Crenshaw,US,sharonrunkel@yahoo.com,MS144,34.5025,-90.195,Hoovers Hause All Dog Rescue,(901) 598-1487,MS,38621
1877 Big Dog Road,P O Box 1365,Wynne,US,kakn6755@gmail.com,AR114,35.2246,-90.7835,Wynne Friends of Animals,870-238-9663,AR,72396
,,El Paso,US,phantom.rules@yahoo.com,TX1244,31.8418,-106.537,Scooter's Place,(915) 525-1935,TX,79912
2012 W. Garton Rd.,"Ozark, MO",Nixa,US,route66rescue@yahoo.com,MO562,37.0467,-93.2897,Route 66 Rescue Inc.,(417) 581-6666,MO,65714
,,Dodge City,US,fordcohs@yahoo.com,KS41,37.7605,-100.01899999999999,Ford County Humane Society,(620) 225-1481(answering machine only) ,KS,67801
"P O Box 909, Dodge City, Ks. 67801",11451  Hwy 50,Wright,US,mms3@dodgecity.net,KS44,37.7605,-100.01899999999999,Pets Miracle Network,(620)225-6096,KS,67801
,,Ocean Springs,US,friendsofjcas@gmail.com,MS174,30.4459,-88.7794,Friends of Jackson County Animal Shelter Pets,228-324-3847 ,MS,39564
7256 La Junta,"Canutillo, Texas 79835",El Paso,US,info@arlep.org,TX123,31.9568,-106.595,Animal Rescue League of El Paso,(915)877-5002,TX,79821
2100 Walnut,,Lamar,US,salexander@lamarmo.org,MO302,37.4961,-94.2828,Lamar Animal Shelter,(417) 682-3546,MO,64759
,,Horseshoe Bend,US,friendsofhba@yahoo.com,AR01,36.2246,-91.7405,Friends of Horseshoe Bend Animals,(870) 373-2649,AR,72512
,,Springfield,US,theloveofK9s@yahoo.com,MO222,37.1299,-93.3013,4 The Love of K9s,,MO,65810
117 E. RUTLEDGE,,Yates Center,US,yatescityhall@kscable.com,KS48,37.8816,-95.7324,Yates Center Animal Shelter,620-625-2118,KS,66783
1501 S Severance,,Hutchinson,US,animalshelter@hutchgov.com,KS146,38.0608,-97.9294,Hutchinson Animal Shelter,620-694-1924,KS,67504
3118 N. Meadowlake Dr.,,Hutchinson,US,rlvshollowell@hotmail.com,KS155,38.0899,-97.927,Lucky Dog Program - Friends of Animals in Need,620-727-0205,KS,67502
,,Springfield,US,kellersmom@hotmail.com,MO306,37.1708,-93.3035,Missouri/Kansas IG Rescue,,MO,65807
1328 West Sunshine St,,Springfield,US,carerescue@yahoo.com,MO440,37.1708,-93.3035,C.A.R.E. Animal Rescue,,MO,65807
2016 S Arlington Terrace,,Springfield,US,AlaneGreyhound@gmail.com,MO14,37.1629,-93.25200000000001,Greyhound Pet Adoption - Springfield MO,417-883-8156,MO,65804
,,Springfield,US,rescueonespringfield@gmail.com,MO633,37.1629,-93.25200000000001,Rescue One,,MO,65804
,,Springfield,US,julie12901@hotmail.com,MO682,37.1629,-93.25200000000001,Opie's Special Needs English Bulldog Rescue,,MO,65804
,,Springfield,US,whiskers.fund@gmail.com,MO711,37.1629,-93.25200000000001,Watching Over Whiskers,(417) 324-4486,MO,65804
4400 Audubon Lane,,Gautier,US,Marion_Mallette@co.jackson.ms.us,MS24,30.3993,-88.6432,Jackson County Animal Shelter,228-497-6350,MS,39553
PO Box 14336,,Springfield,US,sara@havaheartrescue.org,MO700,37.1962,-93.2861,HavaHeart Rescue,4174140851,MO,65814
PO Box 8824,,Springfield,US,BSROzarks@gmail.com,MO392,37.2153,-93.2981,Boxer/Schnauzer Rescue of the Ozarks,417-988-4441  ,MO,65801
909 E.F. Hale Dr.,,Senatobia,US,stcpets@att.net,MS110,34.618,-89.9555,Senatobia-Tate Co. Animal Shelter,662-562-0070,MS,38668
305 East 54 HWY,,La Harpe,US,adoptions@acarf.org,KS232,37.8896,-95.2989,Allen County Animal Rescue Facility,620-496-3647 ,KS,66751
3161 W. Norton Road,,Springfield,US,sdavis@hsswmo.org,MO705,37.2403,-93.291,Humane Society of SW Missouri,4178332526,MO,65803
,,Coldwater,US,ARRFdog@yahoo.com,MS198,34.6825,-89.98299999999999,Arkabutla Rescue Rehabilitation and Foster - ARRF,,MS,38618
PO Box 1113,,Lucedale,US,info@dixieadoptables.org,MS116,30.8793,-88.5785,Dixie Adoptables,,MS,39452
,,Pascagoula,US,foreverhome4dogs@aol.com,MS161,30.3629,-88.5461,Forever Home 4 Dogs Rescue,(228) 217-5571,MS,39567
957 Hwy 51 North,,Hernando,US,hernandoMSanimalshelter@gmail.com,MS125,34.8152,-90.0126,Volunteers of the Hernando Animal Shelter,(601) 259-0374,MS,38632
1330 Pontotoc Street,,Hernando,US,raisinsheaven@aol.com,TN444,34.8152,-90.0126,Raisins From Heaven Ferret Rescue Sanctuary,901-335-6536,TN,38632
"PO Box 56, Canutillo, Texas 79835","El Paso, TX & Las Cruces, NM",Las Cruces,US,info@fthar.org,NM82,32.3195,-106.7495,From The Heart Animal Rescue,855-236-7823,NM,88001
2211 N. Mesquite,,Las Cruces,US,corella@zianet.com,NM198,32.3195,-106.7495,Cat's Meow Adoption Center,575-639-3036   ,NM,88001
,,Sterling,US,arkvetclinic01@gmail.com,KS211,38.2204,-98.2053,"Friends of Animals Rice County, Inc.",(620) 278-3623,KS,67579
Box 321,,Madison,US,dognme62@gmail.com,KS202,38.1353,-96.1361,Furever Friends,,KS,66860
P.O. Box 125,www.actionprogramsforanimals.org,Las Cruces,US,actionprogramsforanimals@yahoo.com,NM179,32.3122,-106.7778,Action Programs for Animals,575-644-0505 ,NM,88004
1406 M5 Rd,,Larned,US,pchs@pawneehumane.com,KS191,38.1766,-99.1287,Pawnee County Humane Society,620.285.8510,KS,67550
270 Avenida de Mesilla,,Las Cruces,US,gardens@zianet.com,NM126,32.3151,-106.791,Enchanted Gardens Cat Rescue,575-524-1886 ,NM,88005
P.O. Box 316,,Horn Lake,US,info@desotoanimalrescue.org,MS08,34.9534,-90.0424,DeSoto Animal Rescue Society,662-342-9448 ,MS,38637
6410 E. Center St.,,Horn Lake,US,hlshelter@yahoo.com,MS71,34.9534,-90.0424,Friends of Horn Lake Animal Shelter,662-393-5857,MS,38637
,,Horn Lake,US,charliescrusaders@gmail.com,MS192,34.9534,-90.0424,Charlie's Crusaders Pet Rescue,(901) 496-1962,MS,38637
2440 North Hills Street  #105-107,,Meridian,US,bkochsfs@bellsouth.net,MS64,32.3642,-88.7036,East Mississippi Animal Rescue,(601) 553-3060,MS,39303
,,Seymour,US,jrose_w@yahoo.com,MO333,37.198,-92.9143,Lost Tails Animal Rescue,417-840-7426 ,MO,65746
2373 Gwynn Rd,,Nesbit,US,msparks@desotocountyms.gov,MS51,34.8957,-89.9702,DeSoto County Animal Shelter,(662) 469-8004,MS,38651
,,Nesbit,US,sfanimalsociety@gmail.com,MS188,34.8957,-89.9702,Southern Friends Animal Society,,MS,38651
501 Cooper Ave,,Meridian,US,,MS206,32.3637,-88.6821,Lauderdale County Animal Control,(601) 485-1849,MS,39301
,,Fordland,US,theleastofthesek9rescue@yahoo.com,MO462,37.1464,-92.76799999999999,The Least of These K9 Rescue,(417) 827-3205,MO,65652
,,Nesbit,US,pstidmon@gmail.com,MS67,34.9775,-89.9968,Legacy German Shepherd Rescue,Please email,MS,38671
5813 Pepperchase Drive,,Southaven,US,pmason@southaven.org,MS79,34.9775,-89.9968,Southaven Animal Shelter,662-796-2491  ,MS,38671
5165 Getwell Road,,Southaven,US,snowdengrovevet@yahoo.com,MS168,34.9775,-89.9968,Snowden Grove Animal Hospital,snowdengrovevet@yahoo.com,MS,38671
1649 East 562nd Road,,Brighton,US,anmlhaven@gmail.com,MO613,37.4581,-93.3472,Eden Animal Haven,417-399-4159,MO,65617
413 McElroy Drive,,Oxford,US,info@oxfordpets.com,MS35,34.3674,-89.5235,Oxford Lafayette Humane Society,(662) 236-7631,MS,38655
17818 S 1400 Rd,,Nevada,US,lbaldwin@nevadamo.gov,MO374,37.84,-94.35799999999999,Nevada Animal Shelter,(417) 448-5109,MO,64772
6111 Highland Drive,,Jonesboro,US,adoptions@neahs.org,AR128,35.8213,-90.6996,NEA Humane Society,(870) 932-5185,AR,72401
,,Memphis,US,application@streetdogfoundation.com,TN585,35.1419,-90.0463,Streetdog Foundation,,TN,38103
P. O. Box 3728,P.O. Box 3728,Memphis,US,heartsofgoldpitrescue@yahoo.com,TN222,35.1494,-90.0489,Hearts of Gold Pit Rescue,(901) 491-2818,TN,38173
,,Memphis,US,rottierescue.memphis@gmail.com,TN866,35.1494,-90.0489,Memphis Rottweiler Rescue,,TN,38177
P.O. Box 1335,,Olive Branch,US,save1pet@yahoo.com,MS72,34.943000000000005,-89.875,Save1Pet,(662) 890-7299,MS,38654
7100 Stateline Rd.,,Olive Branch,US,lucy.massey@obms.us,MS76,34.943000000000005,-89.875,Olive Branch Animal Shelter,(662) 895-4582  ,MS,38654
,,Olive Branch,US,lovedogs.rescue@gmail.com,MS143,34.943000000000005,-89.875,Southern Jewel Dog Rescue,,MS,38654
,,Olive Branch,US,merceranimalrescue@gmail.com,MS166,34.943000000000005,-89.875,Mercer Animal Rescue,901-651-6322,MS,38654
,,Olive Branch,US,bigriveranimalsociety@gmail.com,MS193,34.943000000000005,-89.875,"Big River Animal Society, Inc.",9014917474,MS,38654
1115 W. Woodside,,McPherson,US,sonial@mcpas.kscoxmail.com,KS171,38.3757,-97.6651,McPherson Animal Shelter,(620) 245-2583,KS,67460
123 N. Charles,,McPherson,US,marsnap2@gmail.com,KS172,38.3757,-97.6651,Mary Ann Robinson Spay Neuter Assistance Program,(620) 245-0763,KS,67460
P.O. Box 1061,201 S. Elm,McPherson,US,mcphersonhumanesociety@hotmail.com,KS40,38.3757,-97.6651,McPherson County Humane Society,620-241-3682,KS,67460
,,Grand Bay,US,wagsandwhiskersrescuepets@yahoo.com,AL387,30.4944,-88.3376,Wags and Whiskers,,AL,36541
719 S. 5th Street,,Burlington,US,bfoster@burlingtonkansas.gov,KS30,38.2224,-95.7542,Burlington Animal Shelter,(620) 490-0416,KS,66839
933 S. Cooper,Website:  www.houseofmews.com,Memphis,US,houseofmew@aol.com,TN198,35.133,-90.0057,The House of Mews,(901) 272-3777,TN,38104
,,Memphis,US,ranise.aliverescue@gmail.com,TN802,35.133,-90.0057,ALIVE Rescue Memphis,,TN,38104
,,Memphis,US,allheartanimalrescue@gmail.com,TN842,35.133,-90.0057,All Heart Animal Rescue,,TN,38104
4066 New Getwell Road,,Memphis,US,tnsafehavenforpets@yahoo.com,TN199,35.0505,-89.9291,Sunny Meadows Safe Haven for Pets,EMAIL ONLY,TN,38118
,,Memphis,US,CPGRMPHS@yahoo.com,TN677,35.1096,-89.9453,Cyan's Private Garden Rescue,(901) 361-1045,TN,38111
,,Memphis,US,ltrenthem@gmail.com,TN308,35.1469,-89.9745,Real Good Dog Rescue,(901) 276-7751,TN,38112
151 S Hwy 281,,Great Bend,US,directorgoldenbelt@gmail.com,KS77,38.3775,-98.7848,Golden Belt Humane Society,620-792-4297,KS,67530
,,Great Bend,US,handsofhopegb@cox.net,KS270,38.3775,-98.7848,Hands of Hope Rescue,,KS,67530
,,Great Bend,US,chasingtailsrescue@cox.net,KS300,38.3775,-98.7848,Chasing Tails Rescue,(620) 797-0430,KS,67530
P.O Box  334,4404 S. 82nd Road,Bolivar,US,goingtothedogs1@windstream.net,MO43,37.6084,-93.4118,Polk County Humane Society,417-777-DOGS (3647),MO,65613
2002 E. Division,P O Box 9,Bolivar,US,animal@bolivarpolice.org,MO444,37.6084,-93.4118,City of Bolivar Animal Pound,(417) 328-5896,MO,65613
,,Memphis,US,jillk1969@gmail.com,TN221,35.2246,-90.0026,Perfect Match Animal Rescue,,TN,38127
,,Memphis,US,jjazzette11@aol.com,TN76,35.1144,-89.9045,Pet Matchmaker,,TN,38117
,,Memphis,US,barkandsoulrescue@gmail.com,TN881,35.1557,-89.9243,Bark and Soul Animal Rescue,,TN,38122
1010 S. Yates,,Memphis,US,mewtopia1@yahoo.com,TN147,35.0849,-89.8507,Mewtopia Cat Rescue,901-503-9328 ,TN,38119
,,Randolph,US,secondchancespontotoc@gmail.com,MS184,34.0925,-89.1575,Second Chances,,MS,38864
P.O. Box 461,,Memphis,US,stfrancisrescues@comcast.net,TN117,35.1224,-89.8677,St. Francis Animal Rescue Refuge (SFARR),901-482-9921,TN,38120
,,Memphis,US,cats@memphispetsalive.org,TN800,35.1224,-89.8677,Memphis Pets Alive!,(901) 541-5415,TN,38120
,,Starkville,US,grassrootsanimalrescue@gmail.com,MS155,33.4583,-88.8169,Grassroots Animal Rescue,(662) 508-0612,MS,39759
,,Starkville,US,oktocanimalrescue@gmail.com,MS176,33.4583,-88.8169,"Oktoc Animal Rescue, Inc.",,MS,39759
7700 Southern Ave.,,Germantown,US,alesniak@germantown-tn.gov,TN112,35.088,-89.8052,Germantown Animal Shelter,901-757-7358  ,TN,38138
,,Mobile,US,marla@adopt-a-kitty.org,AL351,30.5965,-88.1906,Adopt a Kitty,251-404-0022  ,AL,36619
,,Mobile,US,hope4heartsar@gmail.com,AL447,30.5965,-88.1906,"Hope4Hearts Animal Rescue, Inc.",,AL,36619
,,Mississippi State,US,homewardboundkitties@gmail.com,MS205,33.4519,-88.7886,The Homeward Bound Project of MS,,MS,39762
1216 Hatcher,,Emporia,US,emporiakansasanimalshelter@gmail.com,KS100,38.4097,-96.1881,Emporia Kansas Animal Shelter,(620) 340-6345,KS,66801
PO BOX 1613,,Emporia,US,thebuckfund@hotmail.com,KS144,38.4097,-96.1881,H. Dale Buck Animal Welfare Memorial Fund Inc.,620-343-3377 ,KS,66801
,,Emporia,US,rockinpawrescueinc@live.com,KS205,38.4097,-96.1881,"Rockin' Paw Rescue & Adoption Network, Inc.",(620) 340-2749,KS,66801
